Level1,Level2,Level3,Level4,Level5,Level6,Level1CN,Level2CN,Level3CN,Level4CN,Level5CN,Level6CN
IV. The Strategy,3. The Regions,A. Western Hemisphere: The Trump Corollary to the Monroe Doctrine ,Expand,"The United States must be preeminent in the Western Hemisphere as a condition of our security and prosperity—a condition that allows us to assert ourselves confidently where and when we need to in the region. The terms of our alliances, and the terms upon which we provide any kind of aid, must be contingent on winding down adversarial outside influence—from control of military installations, ports, and key infrastructure to the purchase of strategic assets broadly defined. ",,四、策略,3. 各地区, A. 西半球：特朗普对门罗主义的推论,扩张,美国必须在西半球保持主导地位，这是我们安全与繁荣的前提条件——这一条件使我们能够在需要时自信地在该地区行使权力。我们结盟的条件，以及我们提供任何形式援助的条件，都必须以逐步削弱敌对外部势力的影响为前提——从控制军事设施、港口和关键基础设施，到购买广义上的战略资产。,
IV. The Strategy,3. The Regions,A. Western Hemisphere: The Trump Corollary to the Monroe Doctrine ,Expand,"Some foreign influence will be hard to reverse, given the political alignments between certain Latin American governments and certain foreign actors. However, many governments are not ideologically aligned with foreign powers but are instead attracted to doing business with them for other reasons, including low costs and fewer regulatory hurdles. The United States has achieved success in rolling back outside influence in the Western Hemisphere by demonstrating, with specificity, how many hidden costs—in espionage, cybersecurity, debt-traps, and other ways—are embedded in allegedly “low cost” foreign assistance. We should accelerate these efforts, including by utilizing U.S. leverage in finance and technology to induce countries to reject such assistance. ",,四、策略,3. 各地区, A. 西半球：特朗普对门罗主义的推论,扩张,鉴于某些拉美国家政府与某些外国势力之间的政治联盟，一些外国影响难以逆转。然而，许多国家的政府并非在意识形态上与外国势力结盟，而是出于其他原因（例如低成本和较少的监管障碍）而乐于与它们开展业务。美国已成功遏制了西半球的外部影响，其方法是具体揭示了所谓“低成本”对外援助中隐藏的诸多成本——包括间谍活动、网络安全、债务陷阱等等。我们应该加快这些努力，包括利用美国在金融和技术领域的影响力，促使各国拒绝此类援助。,
IV. The Strategy,3. The Regions,A. Western Hemisphere: The Trump Corollary to the Monroe Doctrine ,Expand,"In the Western Hemisphere—and everywhere in the world—the United States should make clear that American goods, services, and technologies are a far better buy in the long run, because they are higher quality and do not come with the same kind of strings as other countries’ assistance. That said, we will reform our own system to expedite approvals and licensing—again, to make ourselves the partner of first choice. The choice all countries should face is whether they want to live in an American-led world of sovereign countries and free economies or in a parallel one in which they are influenced by countries on the other side of the world. ",,四、策略,3. 各地区, A. 西半球：特朗普对门罗主义的推论,扩张,在西半球乃至全世界，美国都应该明确表明，从长远来看，美国的商品、服务和技术远比其他国家的更划算，因为它们质量更高，而且不像其他国家的援助那样附加各种条件。即便如此，我们仍将改革自身的审批和许可流程，以期再次成为首选合作伙伴。所有国家都应该面临这样的选择：是希望生活在一个由美国主导、主权国家和自由经济体并存的世界，还是希望生活在一个受制于地球另一端国家的平行世界？,
IV. The Strategy,3. The Regions,A. Western Hemisphere: The Trump Corollary to the Monroe Doctrine ,Expand,Every U.S. official working in or on the region must be up to speed on the full picture of detrimental outside influence while simultaneously applying pressure and offering incentives to partner countries to protect our Hemisphere. ,,四、策略,3. 各地区, A. 西半球：特朗普对门罗主义的推论,扩张,每位在该地区工作或参与该地区事务的美国官员都必须全面了解外部有害影响的全貌，同时向伙伴国家施加压力并提供激励措施，以保护我们的半球。,
IV. The Strategy,3. The Regions,A. Western Hemisphere: The Trump Corollary to the Monroe Doctrine ,Expand,"Successfully protecting our Hemisphere also requires closer collaboration between the U.S. Government and the American private sector. All our embassies must be aware of major business opportunities in their country, especially major government contracts. Every U.S. Government official that interacts with these countries should understand that part of their job is to help American companies compete and succeed. ",,四、策略,3. 各地区, A. 西半球：特朗普对门罗主义的推论,扩张,成功保护西半球也需要美国政府与美国私营部门更紧密的合作。我们所有驻外使馆都必须了解其所在国的重大商业机遇，尤其是重要的政府合同。每一位与这些国家打交道的美国政府官员都应该明白，他们的部分职责是帮助美国公司参与竞争并取得成功。,
IV. The Strategy,3. The Regions,A. Western Hemisphere: The Trump Corollary to the Monroe Doctrine ,Expand,"The U.S. Government will identify strategic acquisition and investment opportunities for American companies in the region and present these opportunities for assessment by every U.S. Government financing program, including but not limited to those within the Departments of State, War, and Energy; the Small Business Administration; the International Development Finance Corporation; the Export-Import Bank; and the Millennium Challenge Corporation. We should also partner with regional governments and businesses to build scalable and resilient energy infrastructure, invest in critical mineral access, and harden existing and future cyber communications networks that take full advantage of American encryption and security potential. The aforementioned U.S. Government entities should be used to finance some of the costs of purchasing U.S. goods abroad. ",,四、策略,3. 各地区, A. 西半球：特朗普对门罗主义的推论,扩张,美国政府将为美国公司在该地区寻找战略收购和投资机会，并将这些机会提交给美国政府所有融资项目进行评估，包括但不限于国务院、战争部和能源部下属机构；小企业管理局；国际发展金融公司；进出口银行；以及千年挑战公司。我们还应与区域各国政府和企业合作，建设可扩展且具有韧性的能源基础设施，投资关键矿产资源，并加强现有和未来的网络通信网络，充分利用美国的加密和安全潜力。上述美国政府机构应被用于为在海外采购美国商品的部分成本提供融资。,
IV. The Strategy,3. The Regions,A. Western Hemisphere: The Trump Corollary to the Monroe Doctrine,Expand,"The United States must also resist and reverse measures such as targeted taxation, unfair regulation, and expropriation that disadvantage U.S. businesses. The terms of our agreements, especially with those countries that depend on us most and therefore over which we have the most leverage, must be sole-source contracts for our companies. At the same time, we should make every effort to push out foreign companies that build infrastructure in the region. ",,四、策略,3. 各地区,A. 西半球：特朗普对门罗主义的推论,扩张,美国还必须抵制并扭转诸如定向征税、不公平监管和征用等不利于美国企业的措施。我们与那些最依赖我们、因而我们拥有最大影响力的国家签订的协议条款，必须确保我们的企业享有独家合同。与此同时，我们应该尽一切努力将那些在该地区建设基础设施的外国公司驱逐出去。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Leading from a Position of Strength ,"President Trump single-handedly reversed more than three decades of mistaken American assumptions about China: namely, that by opening our markets to China, encouraging American business to invest in China, and outsourcing our manufacturing to China, we would facilitate China’s entry into the so-called “rulesbased international order.” This did not happen. China got rich and powerful, and used its wealth and power to its considerable advantage. American elites—over four successive administrations of both political parties—were either willing enablers of China’s strategy or in denial. ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,从优势地位出发进行领导,特朗普总统凭借一己之力扭转了美国三十多年来对中国的错误认知：即通过向中国开放市场、鼓励美国企业在中国投资以及将制造业外包给中国，我们就能帮助中国融入所谓的“基于规则的国际秩序”。然而，事实并非如此。中国变得富裕而强大，并利用其财富和实力获得了巨大的优势。在两党连续四届政府中，美国精英要么是中国战略的帮凶，要么是否认这一事实。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Leading from a Position of Strength ,"The Indo-Pacific is already the source of almost half the world’s GDP based on purchasing power parity (PPP), and one third based on nominal GDP. That share is certain to grow over the 21st century. Which means that the Indo-Pacific is already and will continue to be among the next century’s key economic and geopolitical battlegrounds. To thrive at home, we must successfully compete there—and we are. President Trump signed major agreements during his October 2025 travels that further deepen our powerful ties of commerce, culture, technology, and defense, and reaffirm our commitment to a free and open Indo-Pacific.",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,从优势地位出发进行领导,按购买力平价计算，印太地区已贡献了全球近一半的GDP；按名义GDP计算，则占全球GDP的三分之一。这一比例在21世纪必将继续增长。这意味着印太地区现在是，并将继续是下个世纪关键的经济和地缘政治战场之一。为了在国内取得成功，我们必须在那里赢得竞争——而我们正在这样做。特朗普总统在2025年10月的访问期间签署了多项重要协议，进一步深化了我们在商业、文化、科技和国防领域的紧密联系，并重申了我们对自由开放的印太地区的承诺。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Leading from a Position of Strength ,"America retains tremendous assets—the world’s strongest economy and military, world-beating innovation, unrivaled “soft power,” and a historic record of benefiting our allies and partners—that enable us to compete successfully. President Trump is building alliances and strengthening partnerships in the IndoPacific that will be the bedrock of security and prosperity long into the future. ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,从优势地位出发进行领导,美国拥有巨大的优势——世界最强大的经济和军事力量、世界领先的创新能力、无与伦比的“软实力”，以及历史上惠及盟友和伙伴的卓越记录——这些都使我们能够成功参与竞争。特朗普总统正在印太地区构建联盟并加强伙伴关系，这将成为未来长期安全与繁荣的基石。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"Since the Chinese economy reopened to the world in 1979, commercial relations between our two countries have been and remain fundamentally unbalanced. What began as a relationship between a mature, wealthy economy and one of the world’s poorest countries has transformed into one between near-peers, even as, until very recently, America’s posture remained rooted in those past assumptions. ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,自1979年中国经济向世界重新开放以来，我们两国之间的经贸关系一直并将继续处于根本性的不平衡状态。最初，两国关系是成熟富裕的经济体与世界上最贫穷的国家之一之间的关系，而如今，这种关系已转变为势均力敌的伙伴关系。尽管如此，直到最近，美国的立场仍然根植于过去的这些假设。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"China adapted to the shift in U.S. tariff policy that began in 2017 in part by strengthening its hold on supply chains, especially in the world’s low- and middleincome (i.e., per capita GDP $13,800 or less) countries—among the greatest economic battlegrounds of the coming decades. China’s exports to low-income countries doubled between 2020 and 2024. The United States imports Chinese goods indirectly from middlemen and Chinese-built factories in a dozen countries, including Mexico. China’s exports to low-income countries are today nearly four times its exports to the United States. When President Trump first took office in 2017, China’s exports to the United States stood at 4 percent of its GDP but have since fallen to slightly over 2 percent of its GDP. China continues, however, to export to the United States through other proxy countries. ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,"自2017年美国关税政策转变以来，中国采取的应对措施之一是加强对供应链的控制，尤其是在世界中低收入国家（即人均GDP低于13,800美元）——这些国家将是未来几十年经济竞争最为激烈的地区之一。2020年至2024年间，中国对低收入国家的出口翻了一番。美国通过中间商和中国在十几个国家（包括墨西哥）的工厂间接进口中国商品。如今，中国对低收入国家的出口额几乎是其对美国出口额的四倍。2017年特朗普总统首次上任时，中国对美国的出口额占其GDP的4%，但此后已降至略高于2%。然而，中国仍然通过其他代理国家继续向美国出口商品。",
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"Going forward, we will rebalance America’s economic relationship with China, prioritizing reciprocity and fairness to restore American economic independence. Trade with China should be balanced and focused on non-sensitive factors. If America remains on a growth path—and can sustain that while maintaining a genuinely mutually advantageous economic relationship with Beijing—we should be headed from our present $30 trillion economy in 2025 to $40 trillion in the 2030s, putting our country in an enviable position to maintain our status as the world’s leading economy. Our ultimate goal is to lay the foundation for long-term economic vitality. ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,展望未来，我们将重新平衡美中经济关系，优先考虑互惠和公平，以恢复美国的经济独立性。与中国的贸易应保持平衡，并重点关注非敏感因素。如果美国继续保持增长势头，并在与北京维持真正互利共赢的经济关系的同时实现这一目标，那么到2025年，我们的经济规模应从目前的30万亿美元增长到2030年代的40万亿美元，这将使美国处于令人艳羡的地位，继续保持世界领先经济体的地位。我们的最终目标是为长期的经济活力奠定基础。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"Importantly, this must be accompanied by a robust and ongoing focus on deterrence to prevent war in the Indo-Pacific. This combined approach can become a virtuous cycle as strong American deterrence opens up space for more disciplined economic action, while more disciplined economic action leads to greater American resources to sustain deterrence in the long term.  ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,重要的是，必须同时持续有力地加强威慑，以防止印太地区爆发战争。这种综合策略可以形成良性循环：强大的美国威慑力为更加自律的经济行动创造空间，而更加自律的经济行动又能为美国提供更多资源，从而长期维持威慑力。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"To accomplish this, several things are essential. ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,要实现这一目标，有几个关键因素。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"First, the United States must protect and defend our economy and our people from harm, from any country or source. This means ending (among other things): ","Predatory, state-directed subsidies and industrial strategies; ",四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,首先，美国必须保护和捍卫我们的经济和人民免受任何国家或来源的伤害。这意味着（除其他事项外）终止：,掠夺性的、国家主导的补贴和产业战略；
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"First, the United States must protect and defend our economy and our people from harm, from any country or source. This means ending (among other things): ",Unfair trading practices; ,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,首先，美国必须保护和捍卫我们的经济和人民免受任何国家或来源的伤害。这意味着（除其他事项外）终止：,不公平交易行为；
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"First, the United States must protect and defend our economy and our people from harm, from any country or source. This means ending (among other things): ",Job destruction and deindustrialization; ,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,首先，美国必须保护和捍卫我们的经济和人民免受任何国家或来源的伤害。这意味着（除其他事项外）终止：,就业岗位流失和去工业化；
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"First, the United States must protect and defend our economy and our people from harm, from any country or source. This means ending (among other things): ",Grand-scale intellectual property theft and industrial espionage; ,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,首先，美国必须保护和捍卫我们的经济和人民免受任何国家或来源的伤害。这意味着（除其他事项外）终止：,大规模知识产权盗窃和商业间谍活动；
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"First, the United States must protect and defend our economy and our people from harm, from any country or source. This means ending (among other things): ","Threats against our supply chains that risk U.S. access to critical resources, including minerals and rare earth elements; ",四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,首先，美国必须保护和捍卫我们的经济和人民免受任何国家或来源的伤害。这意味着（除其他事项外）终止：,威胁我们供应链的因素危及美国获取关键资源，包括矿产和稀土元素；
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"First, the United States must protect and defend our economy and our people from harm, from any country or source. This means ending (among other things): ",Exports of fentanyl precursors that fuel America’s opioid epidemic;,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,首先，美国必须保护和捍卫我们的经济和人民免受任何国家或来源的伤害。这意味着（除其他事项外）终止：,芬太尼前体出口加剧了美国的阿片类药物危机；
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"First, the United States must protect and defend our economy and our people from harm, from any country or source. This means ending (among other things): ","Propaganda, influence operations, and other forms of cultural subversion. ",四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,首先，美国必须保护和捍卫我们的经济和人民免受任何国家或来源的伤害。这意味着（除其他事项外）终止：,宣传、影响力行动和其他形式的文化颠覆。
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"Second, the United States must work with our treaty allies and partners—who together add another $35 trillion in economic power to our own $30 trillion national economy (together constituting more than half the world economy)—to counteract predatory economic practices and use our combined economic power to help safeguard our prime position in the world economy and ensure that allied economies do not become subordinate to any competing power. We must continue to improve commercial (and other) relations with India to encourage New Delhi to contribute to Indo-Pacific security, including through continued quadrilateral cooperation with Australia, Japan, and the United States (“the Quad”). Moreover, we will also work to align the actions of our allies and partners with our joint interest in preventing domination by any single competitor nation. ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,其次，美国必须与我们的条约盟友和伙伴合作——他们合计为我们30万亿美元的国民经济贡献了35万亿美元的经济实力（合计占世界经济的一半以上）——以遏制掠夺性经济行为，并利用我们联合的经济实力来维护我们在世界经济中的主导地位，确保盟国经济体不会屈从于任何竞争大国。我们必须继续改善与印度的商业（及其他）关系，以鼓励新德里为印太安全做出贡献，包括继续与澳大利亚、日本和美国开展四方合作（“四方机制”）。此外，我们还将努力使我们的盟友和伙伴的行动与我们防止任何单一竞争国家主导的共同利益保持一致。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"The United States must at the same time invest in research to preserve and advance our advantage in cutting-edge military and dual-use technology, with emphasis on the domains where U.S. advantages are strongest. These include undersea, space, and nuclear, as well as others that will decide the future of military power, such as AI, quantum computing, and autonomous systems, plus the energy necessary to fuel these domains. ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,与此同时，美国必须加大研发投入，以保持和提升我们在尖端军事和军民两用技术领域的优势，重点关注美国优势最为显著的领域。这些领域包括水下、太空和核能，以及其他将决定未来军事力量走向的领域，例如人工智能、量子计算和自主系统，以及为这些领域提供动力所需的能源。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"Additionally, the U.S. Government’s critical relationships with the American private sector help maintain surveillance of persistent threats to U.S. networks, including critical infrastructure. This in turn enables the U.S. Government’s ability to conduct real-time discovery, attribution, and response (i.e., network defense and offensive cyber operations) while protecting the competitiveness of the U.S. economy and bolstering the resilience of the American technology sector. Improving these capabilities will also require considerable deregulation to further improve our competitiveness, spur innovation, and increase access to America’s natural resources. In doing so, we should aim to restore a military balance favorable to the United States and to our allies in the region. ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,此外，美国政府与美国私营部门的关键关系有助于持续监控美国网络（包括关键基础设施）面临的持续威胁。这反过来又使美国政府能够进行实时发现、归因和响应（即网络防御和进攻性网络行动），同时保护美国经济的竞争力并增强美国科技行业的韧性。提升这些能力还需要大幅放松管制，以进一步提高我们的竞争力，刺激创新，并增加获取美国自然资源的机会。为此，我们应致力于恢复有利于美国及其在该地区的盟友的军事平衡。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"In addition to maintaining economic preeminence and consolidating our alliance system into an economic group, the United States must execute robust diplomatic and private sector-led economic engagement in those countries where the majority of global economic growth is likely to occur over the coming decades. ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,除了保持经济优势并将我们的联盟体系巩固为一个经济集团之外，美国还必须在未来几十年全球经济增长可能主要发生的那些国家开展强有力的外交和私营部门主导的经济合作。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"America First diplomacy seeks to rebalance global trade relationships. We have made clear to our allies that America’s current account deficit is unsustainable. We must encourage Europe, Japan, Korea, Australia, Canada, Mexico, and other prominent nations in adopting trade policies that help rebalance China’s economy toward household consumption, because Southeast Asia, Latin America, and the Middle East cannot alone absorb China’s enormous excess capacity. The exporting nations of Europe and Asia can also look to middle-income countries as a limited but growing market for their exports.  ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注, “美国优先”外交旨在重塑全球贸易关系。我们已向盟友明确表示，美国的经常账户赤字是不可持续的。我们必须鼓励欧洲、日本、韩国、澳大利亚、加拿大、墨西哥和其他主要国家采取有助于中国经济向家庭消费倾斜的贸易政策，因为东南亚、拉丁美洲和中东地区无法单独消化中国巨大的过剩产能。欧洲和亚洲的出口国也可以将中等收入国家视为其出口的一个规模虽小但不断增长的市场。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"China’s state-led and state-backed companies excel in building physical and digital infrastructure, and China has recycled perhaps $1.3 trillion of its trade surpluses into loans to its trading partners. America and its allies have not yet formulated, much less executed, a joint plan for the so-called “Global South,” but together possess tremendous resources. Europe, Japan, South Korea, and others hold net foreign assets of $7 trillion. International financial institutions, including the multilateral development banks, possess combined assets of $1.5 trillion. While mission creep has undermined some of these institutions’ effectiveness, this administration is dedicated to using its leadership position to implement reforms that ensure they serve American interests.",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,中国国有企业在建设实体和数字基础设施方面表现出色，中国可能已将1.3万亿美元的贸易顺差转化为对贸易伙伴的贷款。美国及其盟友尚未制定，更遑论实施针对所谓“全球南方”的联合计划，但它们共同拥有巨大的资源。欧洲、日本、韩国和其他国家拥有7万亿美元的净外国资产。包括多边开发银行在内的国际金融机构拥有总计1.5万亿美元的资产。尽管职能扩张削弱了其中一些机构的效力，但本届政府致力于利用其领导地位推行改革，确保这些机构服务于美国的利益。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"What differentiates America from the rest of the world—our openness, transparency, trustworthiness, commitment to freedom and innovation, and free market capitalism—will continue to make us the global partner of first choice. America still holds the dominant position in the key technologies that the world needs. We should present partners with a suite of inducements—for instance, high-tech cooperation, defense purchases, and access to our capital markets—that tip decisions in our favor. ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,美国区别于世界其他国家的特质——我们的开放、透明、诚信、对自由和创新的承诺以及自由市场资本主义——将继续使我们成为全球首选合作伙伴。美国在世界所需的关键技术领域仍然占据主导地位。我们应该向合作伙伴提供一系列激励措施——例如高科技合作、国防采购以及进入我们资本市场的渠道——以促使他们做出有利于我们的决定。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"President Trump’s May 2025 state visits to Persian Gulf countries demonstrated the power and appeal of American technology. There, the President won the  Gulf States’ support for America’s superior AI technology, deepening our partnerships. America should similarly enlist our European and Asian allies and partners, including India, to cement and improve our joint positions in the Western Hemisphere and, with regard to critical minerals, in Africa. We should form coalitions that use our comparative advantages in finance and technology to build export markets with cooperating countries. America’s economic partners should no longer expect to earn income from the United States through overcapacity and structural imbalances but instead pursue growth through managed cooperation tied to strategic alignment and by receiving long-term U.S. investment. ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,特朗普总统2025年5月对波斯湾国家的国事访问展现了美国科技的实力和吸引力。访问期间，总统赢得了海湾国家对美国先进人工智能技术的支持，深化了双方的伙伴关系。美国也应积极争取包括印度在内的欧洲和亚洲盟友及伙伴的支持，以巩固和提升我们在西半球以及非洲（尤其是在关键矿产领域）的共同地位。我们应组建联盟，利用我们在金融和科技领域的比较优势，与合作国家共同开拓出口市场。美国的经济伙伴不应再指望通过产能过剩和结构性失衡从美国获取收入，而应通过与战略协调一致的有效合作以及获得美国的长期投资来实现增长。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"With the world’s deepest and most efficient capital markets, America can help lowincome countries develop their own capital markets and bind their currencies more closely to the dollar, ensuring the dollar’s future as the world’s reserve currency.",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,美国拥有世界上最深厚、最高效的资本市场，可以帮助低收入国家发展自己的资本市场，并使它们的货币与美元更紧密地挂钩，从而确保美元作为世界储备货币的未来。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Economics: The Ultimate Stakes,"Our greatest advantages remain our system of government and dynamic free market economy. Yet we cannot assume that our system’s advantages will prevail by default. A national security strategy is, therefore, essential.",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,经济学：终极赌注,我们最大的优势依然是我们的政府体制和充满活力的自由市场经济。然而，我们不能想当然地认为这些优势会自然而然地持续下去。因此，制定国家安全战略至关重要。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Deterring Military Threats ,"In the long term, maintaining American economic and technological preeminence is the surest way to deter and prevent a large-scale military conflict.  ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,威慑军事威胁,从长远来看，保持美国的经济和技术优势是阻止和防止大规模军事冲突的最可靠方法。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Deterring Military Threats ,"A favorable conventional military balance remains an essential component of strategic competition. There is, rightly, much focus on Taiwan, partly because of Taiwan’s dominance of semiconductor production, but mostly because Taiwan provides direct access to the Second Island Chain and splits Northeast and Southeast Asia into two distinct theaters. Given that one-third of global shipping passes annually through the South China Sea, this has major implications for the U.S. economy. Hence deterring a conflict over Taiwan, ideally by preserving military overmatch, is a priority. We will also maintain our longstanding declaratory policy on Taiwan, meaning that the United States does not support any unilateral change to the status quo in the Taiwan Strait. ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,威慑军事威胁,保持有利的常规军事平衡仍然是战略竞争的重要组成部分。台湾问题备受关注，这无可厚非，部分原因是台湾在半导体生产领域占据主导地位，但更主要的原因是台湾提供了通往第二岛链的直接通道，并将东北亚和东南亚分割成两个截然不同的战区。鉴于全球三分之一的航运每年都要经过南海，这对美国经济有着重大影响。因此，遏制围绕台湾的冲突，理想情况下是通过保持军事优势，是当务之急。我们还将坚持长期以来对台湾的公开声明政策，这意味着美国不支持任何单方面改变台湾海峡现状的行为。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Deterring Military Threats ,"We will build a military capable of denying aggression anywhere in the First Island Chain. But the American military cannot, and should not have to, do this alone. Our allies must step up and spend—and more importantly do—much more for collective defense. America’s diplomatic efforts should focus on pressing our First Island Chain allies and partners to allow the U.S. military greater access to their ports and other facilities, to spend more on their own defense, and most importantly to invest in capabilities aimed at deterring aggression. This will interlink maritime security issues along the First Island Chain while reinforcing U.S. and allies’ capacity to deny any attempt to seize Taiwan or achieve a balance of forces so unfavorable to us as to make defending that island impossible. ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,威慑军事威胁,我们将建立一支能够抵御第一岛链任何地区侵略的军队。但美国军队不能，也不应该独自承担这项任务。我们的盟友必须加大投入，更重要的是，必须切实履行承诺，为集体防御做出更多努力。美国的外交努力应着重于敦促第一岛链的盟友和伙伴允许美军更广泛地使用其港口和其他设施，增加自身国防开支，最重要的是，投资于旨在威慑侵略的能力建设。这将使第一岛链沿线的海上安全问题相互关联，同时增强美国及其盟友阻止任何企图夺取台湾或形成对我们极为不利的军事力量平衡（以致于我们无法保卫台湾）的能力。,
